otu	sim	del	ins	mis	len	score	hit
370	denovo6832	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539
371	denovo932	97.88	1	1	4	283	1353	C1_JN558041;C94_AJ621539;C24_AY239376
372	denovo636	98.92	2	1	0	278	1353.5	C17.2_FJ461513
373	denovo215	98.21	1	0	4	280	1353.5	C31_AY258496
374	denovo2347	98.21	1	0	4	280	1353.5	C31_AY258496
375	denovo1414	97.56	0	2	5	287	1353.5	G3.3_LK392377;G3.1_KC597688
376	denovo4043	97.56	0	2	5	287	1353.5	G3.3_LK392377;G3.1_KC597688
377	denovo1426	99.28	1	1	0	276	1354	C21.11_HQ630874
378	denovo3102	99.28	1	1	0	276	1354	C21/3d/C3k_AY239372
379	denovo3991	99.28	1	1	0	276	1354	C21/3d/C3k_AY239372
380	denovo5900	99.28	1	1	0	276	1354	C32.2_JF683336
381	denovo6531	99.28	1	1	0	276	1354	C21/3d/C3k_AY239372
382	denovo2025	98.56	0	0	4	278	1354	C17.2_FJ461513
383	denovo2739	98.56	0	0	4	278	1354	C17.2_FJ461513
384	denovo3564	98.56	0	0	4	278	1354	C17.2_FJ461513
385	denovo3594	98.56	0	0	4	278	1354	C17.2_FJ461513
386	denovo4724	98.56	0	0	4	278	1354	C17.2_FJ461513
387	denovo474	98.56	0	0	4	278	1354	C17.2_FJ461513
388	denovo579	98.92	1	1	1	278	1355	C17.2_FJ461513
389	denovo6544	98.92	1	1	1	278	1355	C17.2_FJ461513
390	denovo4470	98.21	0	0	5	280	1355	C31.2_JF683332
391	denovo109	99.28	0	1	1	276	1355.5	C21.2_JF683324
392	denovo1318	99.28	0	1	1	276	1355.5	C21.1_JF683323
393	denovo300	99.28	0	1	1	276	1355.5	C21.3_JF683325
394	denovo3572	99.28	0	1	1	276	1355.5	C21.2_JF683324
395	denovo3990	98.92	0	1	2	279	1356	C31.9_HQ630879
396	denovo740	98.92	0	1	2	279	1356	C31.9_HQ630879
397	denovo5258	98.92	0	1	2	278	1356.5	C17.2_FJ461513
398	denovo4029	98.23	4	1	0	283	1357.5	C1c/C45_AY239364
399	denovo2986	98.93	2	1	0	280	1358	C31_AY258496
400	denovo6381	98.93	2	1	0	280	1358	C31_AY258496
401	denovo6077	99.28	2	0	0	276	1359	C17_AY239370
402	denovo347	99.28	0	2	0	278	1359	C17.2_FJ461513
403	denovo179	98.57	0	0	4	279	1359	C31.9_HQ630879
404	denovo3422	98.57	0	0	4	279	1359	C31.9_HQ630879
405	denovo3310	98.93	1	1	1	280	1359	C31_AY258496
406	denovo1282	99.64	0	0	1	276	1360	C17.2_FJ461513
407	denovo3894	97.56	0	1	6	287	1360	G3.3_LK392377;G3.1_KC597688
408	denovo5997	97.56	0	1	6	287	1360	G3.3_LK392377;G3.1_KC597688
409	denovo6607	97.56	0	1	6	287	1360	G3.3_LK392377;G3.1_KC597688
410	denovo6695	97.56	0	1	6	287	1360	G3.3_LK392377;G3.1_KC597688
411	denovo1224	99.28	1	0	1	276	1360.5	C21.2_JF683324
412	denovo3084	99.28	1	0	1	276	1360.5	C21/3d/C3k_AY239372
413	denovo4017	99.28	1	0	1	276	1360.5	C21/3d/C3k_AY239372
414	denovo4204	99.28	1	0	1	276	1360.5	C21.11_HQ630874
415	denovo4632	99.28	1	0	1	276	1360.5	C21/3d/C3k_AY239372
416	denovo540	99.28	1	0	1	276	1360.5	C21/3d/C3k_AY239372
417	denovo5451	99.28	1	0	1	276	1360.5	C17_AY239370;C21.7_JF683328
418	denovo5693	99.28	1	0	1	276	1360.5	C21.6_HQ630873
419	denovo38	98.23	2	1	2	283	1360.5	C1_JN558041;C94_AJ621539;C24_AY239376
420	denovo4206	98.23	2	1	2	283	1360.5	C3_AB778606;C93_AJ621536
421	denovo2255	97.54	1	0	6	285	1360.5	C12_AF499801
422	denovo1487	98.92	1	0	2	278	1361	C17.2_FJ461513
423	denovo1714	98.92	1	0	2	278	1361	C17.2_FJ461513
424	denovo3980	98.92	1	0	2	278	1361	C17.2_FJ461513
425	denovo4092	98.57	2	0	2	280	1361	C31_AY258496
426	denovo6582	98.57	2	0	2	280	1361	C31_AY258496
427	denovo3057	98.93	0	1	2	280	1361	C31_AY258496
428	denovo4147	98.93	0	1	2	280	1361	C31_AY258496
429	denovo4570	98.93	0	1	2	280	1361	C31_AY258496
430	denovo2753	97.88	0	0	6	283	1361	C3_AB778606;C3j_AY239366
431	denovo4044	98.92	1	0	2	278	1361.5	C17.2_FJ461513
432	denovo6072	98.92	1	0	2	278	1361.5	C63a_AY589767
433	denovo5096	98.92	0	1	2	279	1361.5	C31.10_HQ630880
434	denovo1214	99.28	0	0	2	276	1362	C17_AY239370
435	denovo18	99.28	0	0	2	276	1362	C17_AY239370;C21.11_HQ630874
436	denovo1800	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
437	denovo2211	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
438	denovo2309	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
439	denovo2354	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
440	denovo2611	99.28	0	0	2	276	1362	C17_AY239370;C21.9_JF683330
441	denovo2727	99.28	0	0	2	276	1362	C17_AY239370
442	denovo2755	99.28	0	0	2	276	1362	C21.4_JF683326;C21/3d/C3k_AY239372
443	denovo2776	99.28	0	0	2	276	1362	C21.10_JF683331;C21/3d/C3k_AY239372
444	denovo2834	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
445	denovo2879	99.28	0	0	2	276	1362	C17_AY239370;C21.11_HQ630874
446	denovo3010	99.28	0	0	2	276	1362	C17_AY239370;C21.11_HQ630874
447	denovo3137	99.28	0	0	2	276	1362	C17_AY239370
448	denovo3166	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
449	denovo344	99.28	0	0	2	276	1362	C32.1_JF683335
450	denovo3618	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
451	denovo3696	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
452	denovo3709	99.28	0	0	2	276	1362	C17_AY239370;C21.5_JF683327
453	denovo3732	99.28	0	0	2	276	1362	C3ha_AY589736;C21/3d/C3k_AY239372
454	denovo3977	99.28	0	0	2	276	1362	C17_AY239370;C21.11_HQ630874
455	denovo4013	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
456	denovo4105	99.28	0	0	2	276	1362	C21.11_HQ630874
457	denovo4247	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
458	denovo429	99.28	0	0	2	276	1362	C21.8_JF683329;C17_AY239370
459	denovo463	99.28	0	0	2	276	1362	C17_AY239370
460	denovo490	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
461	denovo5211	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
462	denovo5355	99.28	0	0	2	276	1362	C21.4_JF683326
463	denovo5377	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
464	denovo5433	99.28	0	0	2	276	1362	C17_AY239370;C21.7_JF683328
465	denovo5692	99.28	0	0	2	276	1362	C21.5_JF683327
466	denovo5698	99.28	0	0	2	276	1362	C21.11_HQ630874
467	denovo5763	99.28	0	0	2	276	1362	C17_AY239370
468	denovo6025	99.28	0	0	2	276	1362	C17_AY239370
469	denovo6056	99.28	0	0	2	276	1362	C21.5_JF683327
470	denovo623	99.28	0	0	2	276	1362	C21.2_JF683324;C21.5_JF683327;C21.7_JF683328
471	denovo6356	99.28	0	0	2	276	1362	C21.10_JF683331
472	denovo6435	99.28	0	0	2	276	1362	C21.7_JF683328
473	denovo6536	99.28	0	0	2	276	1362	C17_AY239370;C21.9_JF683330
474	denovo6576	99.28	0	0	2	276	1362	C21.11_HQ630874
475	denovo6715	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
476	denovo6945	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
477	denovo708	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
478	denovo760	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
479	denovo851	99.28	0	0	2	276	1362	C17.1_JF683322;C3ha_AY589736;C21/3d/C3k_AY239372
480	denovo98	99.28	0	0	2	276	1362	C21/3d/C3k_AY239372
481	denovo982	99.28	0	0	2	276	1362	C21.11_HQ630874
482	denovo100	98.23	1	1	3	283	1362	C41_AY258486
483	denovo1631	98.23	1	1	3	283	1362	C1_JN558041;C94_AJ621539
484	denovo1783	98.23	1	1	3	283	1362	C41_AY258486
485	denovo1876	98.23	1	1	3	283	1362	C41_AY258486
486	denovo1929	98.23	1	1	3	283	1362	C41_AY258486
487	denovo2293	98.23	1	1	3	283	1362	C3_AB778606;C93_AJ621536;C16_AY258477
488	denovo2311	98.23	1	1	3	283	1362	C3_AB778606;C93_AJ621536
489	denovo2417	98.23	1	1	3	283	1362	C3_AB778606;C11_AF499800;C93_AJ621536;C16_AY258477
490	denovo2730	98.23	1	1	3	283	1362	C3_AB778606;C93_AJ621536
491	denovo3132	98.23	1	1	3	283	1362	C3_AB778606;C93_AJ621536;C16_AY258477
492	denovo3634	98.23	1	1	3	283	1362	C1c/C45_AY239364;C1d_AY258488
493	denovo4225	98.23	1	1	3	283	1362	C3_AB778606;C93_AJ621536
494	denovo5702	98.23	1	1	3	283	1362	C1_JN558041;C94_AJ621539
495	denovo5792	98.23	1	1	3	283	1362	C1_JN558041;C94_AJ621539
496	denovo5793	98.23	1	1	3	283	1362	C1_JN558041;C94_AJ621539
497	denovo680	98.23	1	1	3	283	1362	C24_AY239376
498	denovo839	98.23	1	1	3	283	1362	C3_AB778606;C93_AJ621536
499	denovo2966	98.57	1	0	3	280	1362.5	C31_AY258496
500	denovo3247	97.91	0	2	4	287	1362.5	G3.1_KC597688
501	denovo1502	98.92	0	0	3	278	1363	C17.2_FJ461513
502	denovo2310	98.92	0	0	3	278	1363	C17.2_FJ461513
503	denovo2377	98.92	0	0	3	278	1363	C17.2_FJ461513
504	denovo2685	98.92	0	0	3	278	1363	C17.2_FJ461513
505	denovo307	98.92	0	0	3	278	1363	C17.2_FJ461513
506	denovo3576	98.92	0	0	3	278	1363	C17.2_FJ461513
507	denovo3782	98.92	0	0	3	278	1363	C17.2_FJ461513
508	denovo3874	98.92	0	0	3	278	1363	C17.2_FJ461513
509	denovo3974	98.92	0	0	3	278	1363	C17.2_FJ461513
510	denovo5183	98.92	0	0	3	278	1363	C17.2_FJ461513
511	denovo584	98.92	0	0	3	278	1363	C17.2_FJ461513
512	denovo6400	98.92	0	0	3	278	1363	C17.2_FJ461513
513	denovo6959	98.92	0	0	3	278	1363	C17.2_FJ461513
514	denovo915	98.92	0	0	3	278	1363	C17.2_FJ461513
515	denovo5733	98.93	2	1	0	280	1363.5	C31_AY258496
516	denovo2142	99.28	1	1	0	278	1364	C17.2_FJ461513
517	denovo3806	99.28	1	1	0	278	1364	C17.2_FJ461513
518	denovo4174	99.28	1	1	0	278	1364	C17.2_FJ461513
519	denovo6084	99.28	1	1	0	278	1364	C17.2_FJ461513
520	denovo1523	98.57	0	0	4	280	1364	C31_AY258496
521	denovo3698	98.57	0	0	4	280	1364	C31a_AY589746
522	denovo5114	98.57	0	0	4	280	1364	C31_AY258496
523	denovo622	98.57	0	0	4	280	1364	C31_AY258496
524	denovo4485	98.23	4	0	1	283	1364	C1d_AY258488
525	denovo4657	99.64	0	1	0	276	1364.5	C21/3d/C3k_AY239372
526	denovo4694	99.64	0	1	0	276	1364.5	C21/3d/C3k_AY239372
527	denovo6374	99.64	0	1	0	276	1364.5	C21.16_HQ630875
528	denovo532	98.93	1	1	1	280	1364.5	C31_AY258496
529	denovo3334	97.89	4	0	2	285	1364.5	C12_AF499801
530	denovo290	99.28	0	1	1	279	1365	C31.9_HQ630879
531	denovo2655	98.93	1	1	1	280	1365	C31_AY258496
532	denovo3042	98.93	1	1	1	280	1365	C31_AY258496
533	denovo1707	99.28	0	1	1	278	1365.5	C17.2_FJ461513
534	denovo1795	99.28	0	1	1	278	1365.5	C17.2_FJ461513
535	denovo2224	99.28	0	1	1	278	1365.5	C17.2_FJ461513
536	denovo3189	99.28	0	1	1	278	1365.5	C17.2_FJ461513
537	denovo3264	99.28	0	1	1	278	1365.5	C17.2_FJ461513
538	denovo3835	99.28	0	1	1	278	1365.5	C17.2_FJ461513
539	denovo6130	99.28	0	1	1	278	1365.5	C17.2_FJ461513
540	denovo6423	99.28	0	1	1	278	1365.5	C17.2_FJ461513
541	denovo924	99.28	0	1	1	278	1365.5	C17.2_FJ461513
542	denovo6027	97.56	0	1	6	287	1365.5	G3.1_KC597688
543	denovo6943	98.92	1	0	2	279	1366	C31.10_HQ630880
544	denovo6966	98.92	1	0	2	279	1366.5	C31.10_HQ630880
545	denovo190	98.93	0	1	2	280	1366.5	C31_AY258496
546	denovo1944	99.65	0	1	0	283	1366.5	C41_AY258486
547	denovo5420	99.65	0	1	0	283	1366.5	C41_AY258486
548	denovo2000	98.23	2	0	3	283	1367	C7_AF499797
549	denovo1448	99.29	1	1	0	280	1368	C31_AY258496
550	denovo3930	99.64	1	0	0	276	1368.5	C17_AY239370
551	denovo5520	98.93	3	0	0	280	1368.5	C31_AY258496
552	denovo6166	99.29	1	1	0	280	1368.5	C31_AY258496
553	denovo1736	98.23	1	0	4	283	1368.5	C1_JN558041
554	denovo230	98.23	1	0	4	283	1368.5	C41_AY258486
555	denovo2913	98.23	1	0	4	283	1368.5	C1_JN558041;C1m_AY765398;C70_AY589774
556	denovo3076	98.23	1	0	4	283	1368.5	C1_JN558041;C24_AY239376
557	denovo3253	98.23	1	0	4	283	1368.5	C1_JN558041;C1225_EU074893
558	denovo530	98.23	1	0	4	283	1368.5	C1c/C45_AY239364;C1207_EU074964
559	denovo6474	98.23	1	0	4	283	1368.5	C41_AY258486
560	denovo2143	99.64	1	0	0	276	1369	C17_AY239370
561	denovo1547	99.28	2	0	0	278	1369	C17.2_FJ461513
562	denovo6337	98.93	2	0	1	280	1369	C31_AY258496
563	denovo2229	98.94	0	2	1	284	1369	C31.4_JF683334
564	denovo3414	97.91	0	1	5	287	1369	G3.3_LK392377;G3.1_KC597688
565	denovo3648	97.91	0	1	5	287	1369	G3.3_LK392377;G3.1_KC597688
566	denovo4101	97.91	0	1	5	287	1369	G3.3_LK392377;G3.1_KC597688
567	denovo5748	97.91	0	1	5	287	1369	G3.3_LK392377;G3.1_KC597688
568	denovo6811	97.91	0	1	5	287	1369	G3.3_LK392377;G3.1_KC597688
569	denovo6858	97.91	0	1	5	287	1369	G3.3_LK392377;G3.1_KC597688
570	denovo6906	97.91	0	1	5	287	1369	G3.3_LK392377;G3.1_KC597688
571	denovo1790	99.64	1	0	0	276	1369.5	C17_AY239370
572	denovo5994	99.64	1	0	0	276	1369.5	C17_AY239370
573	denovo782	99.28	1	0	1	278	1369.5	C17.2_FJ461513
574	denovo2723	98.59	2	1	1	283	1369.5	C7_AF499797
575	denovo943	99.64	0	0	1	278	1370	C31_AY258496
576	denovo1016	99.28	1	0	1	278	1370	C17.2_FJ461513
577	denovo2678	99.28	1	0	1	278	1370	C17.2_FJ461513
578	denovo4528	99.28	1	0	1	278	1370	C17.2_FJ461513
579	denovo4603	99.28	1	0	1	278	1370	C17.2_FJ461513
580	denovo5874	99.28	1	0	1	278	1370	C17.2_FJ461513
581	denovo20	98.93	2	0	1	280	1370	C31_AY258496
582	denovo6128	98.93	2	0	1	280	1370	C31_AY258496
583	denovo1465	99.29	0	1	1	280	1370	C31_AY258496
584	denovo1897	99.29	0	1	1	280	1370	C31_AY258496
585	denovo2605	99.29	0	1	1	280	1370	C31_AY258496
586	denovo3292	99.29	0	1	1	280	1370	C31_AY258496
587	denovo3685	99.29	0	1	1	280	1370	C31_AY258496
588	denovo3814	99.29	0	1	1	280	1370	C31_AY258496
589	denovo3995	99.29	0	1	1	280	1370	C31_AY258496
590	denovo4025	99.29	0	1	1	280	1370	C31_AY258496
591	denovo4138	99.29	0	1	1	280	1370	C31_AY258496
592	denovo4177	99.29	0	1	1	280	1370	C31_AY258496
593	denovo4429	99.29	0	1	1	280	1370	C31_AY258496
594	denovo5151	99.29	0	1	1	280	1370	C31_AY258496
595	denovo5434	99.29	0	1	1	280	1370	C31_AY258496
596	denovo6050	99.29	0	1	1	280	1370	C31_AY258496
597	denovo624	99.29	0	1	1	280	1370	C31_AY258496
598	denovo2028	98.23	0	0	5	283	1370	C3_AB778606;C3.14_HQ630872;C16_AY258477
599	denovo4374	98.23	0	0	5	283	1370	C1_JN558041;C1006_DQ480629
600	denovo1301	99.28	1	0	1	278	1370.5	C17.2_FJ461513
601	denovo2330	99.28	1	0	1	278	1370.5	C17.2_FJ461513
602	denovo4107	99.28	1	0	1	278	1370.5	C17.2_FJ461513
603	denovo4489	99.28	1	0	1	278	1370.5	C17.2_FJ461513
604	denovo1040	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
605	denovo1122	99.64	0	0	1	276	1371	C17_AY239370
606	denovo115	99.64	0	0	1	276	1371	C17_AY239370
607	denovo1186	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
608	denovo1242	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
609	denovo1308	99.64	0	0	1	276	1371	C17_AY239370
610	denovo1342	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
611	denovo1405	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
612	denovo150	99.64	0	0	1	276	1371	C17_AY239370
613	denovo1565	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
614	denovo1597	99.64	0	0	1	276	1371	C17.1_JF683322
615	denovo168	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
616	denovo1722	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
617	denovo1746	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
618	denovo177	99.64	0	0	1	276	1371	C17.1_JF683322
619	denovo1776	99.64	0	0	1	276	1371	C21.2_JF683324
620	denovo1782	99.64	0	0	1	276	1371	C1203_EU099798;C21/3d/C3k_AY239372
621	denovo1880	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
622	denovo1899	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
623	denovo1941	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
624	denovo1949	99.64	0	0	1	276	1371	C17.1_JF683322
625	denovo1964	99.64	0	0	1	276	1371	C17_AY239370
626	denovo1966	99.64	0	0	1	276	1371	C3ha_AY589736;C21/3d/C3k_AY239372
627	denovo1990	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
628	denovo1998	99.64	0	0	1	276	1371	C21.3_JF683325;C21/3d/C3k_AY239372
629	denovo2027	99.64	0	0	1	276	1371	C21.2_JF683324
630	denovo2060	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
631	denovo2063	99.64	0	0	1	276	1371	C21.11_HQ630874
632	denovo2091	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
633	denovo2098	99.64	0	0	1	276	1371	C21.2_JF683324
634	denovo214	99.64	0	0	1	276	1371	C17_AY239370
635	denovo2158	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
636	denovo2186	99.64	0	0	1	276	1371	C17_AY239370
637	denovo2189	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
638	denovo2201	99.64	0	0	1	276	1371	C21.2_JF683324
639	denovo2233	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
640	denovo2247	99.64	0	0	1	276	1371	C17_AY239370
641	denovo2308	99.64	0	0	1	276	1371	C21.11_HQ630874
642	denovo2314	99.64	0	0	1	276	1371	C21.5_JF683327
643	denovo2340	99.64	0	0	1	276	1371	C21.2_JF683324
644	denovo2443	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
645	denovo2504	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
646	denovo2522	99.64	0	0	1	276	1371	C17.1_JF683322
647	denovo2595	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
648	denovo2635	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
649	denovo2638	99.64	0	0	1	276	1371	C17_AY239370
650	denovo2731	99.64	0	0	1	276	1371	C17_AY239370
651	denovo2744	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
652	denovo2752	99.64	0	0	1	276	1371	C21.8_JF683329;C17_AY239370
653	denovo276	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
654	denovo2909	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
655	denovo2925	99.64	0	0	1	276	1371	C21.11_HQ630874
656	denovo2930	99.64	0	0	1	276	1371	C21.11_HQ630874
657	denovo2955	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
658	denovo2956	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
659	denovo2957	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
660	denovo2958	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
661	denovo2959	99.64	0	0	1	276	1371	C32.2_JF683336;C32.1_JF683335
662	denovo296	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
663	denovo2968	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
664	denovo3001	99.64	0	0	1	276	1371	C21.2_JF683324
665	denovo3058	99.64	0	0	1	276	1371	C21.2_JF683324;C21/3d/C3k_AY239372
666	denovo3060	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
667	denovo3081	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
668	denovo3131	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
669	denovo3200	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
670	denovo3203	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
671	denovo3315	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
672	denovo3324	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
673	denovo3348	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
674	denovo3424	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
675	denovo3426	99.64	0	0	1	276	1371	C21.8_JF683329
676	denovo3502	99.64	0	0	1	276	1371	C21.1_JF683323
677	denovo3520	99.64	0	0	1	276	1371	C21.11_HQ630874
678	denovo353	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
679	denovo3530	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
680	denovo3545	99.64	0	0	1	276	1371	C17.1_JF683322
681	denovo3614	99.64	0	0	1	276	1371	C21.11_HQ630874
682	denovo3662	99.64	0	0	1	276	1371	C21.9_JF683330
683	denovo3664	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
684	denovo3708	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
685	denovo3737	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
686	denovo3752	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
687	denovo3757	99.64	0	0	1	276	1371	C17_AY239370
688	denovo3820	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
689	denovo3923	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
690	denovo3951	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
691	denovo4061	99.64	0	0	1	276	1371	C21.b1_FN827162;C21/3d/C3k_AY239372
692	denovo41	99.64	0	0	1	276	1371	C21.3_JF683325
693	denovo4110	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
694	denovo4128	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
695	denovo4146	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
696	denovo4219	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
697	denovo4221	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
698	denovo4230	99.64	0	0	1	276	1371	C21.11_HQ630874
699	denovo4244	99.64	0	0	1	276	1371	C21.7_JF683328
700	denovo4274	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
701	denovo4282	99.64	0	0	1	276	1371	C17.1_JF683322
702	denovo4326	99.64	0	0	1	276	1371	C21.11_HQ630874
703	denovo4342	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
704	denovo4344	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
705	denovo4372	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
706	denovo4381	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
707	denovo4433	99.64	0	0	1	276	1371	C21.2_JF683324;C21.5_JF683327
708	denovo4441	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
709	denovo4484	99.64	0	0	1	276	1371	C17_AY239370
710	denovo4502	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
711	denovo4544	99.64	0	0	1	276	1371	C17.1_JF683322;C21/3d/C3k_AY239372
712	denovo4656	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
713	denovo4707	99.64	0	0	1	276	1371	C21.2_JF683324
714	denovo4726	99.64	0	0	1	276	1371	C32.2_JF683336
715	denovo4757	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
716	denovo4787	99.64	0	0	1	276	1371	C17_AY239370
717	denovo4800	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
718	denovo4922	99.64	0	0	1	276	1371	C21.6_HQ630873
719	denovo4928	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
720	denovo5004	99.64	0	0	1	276	1371	C21.6_HQ630873
721	denovo5034	99.64	0	0	1	276	1371	C21.8_JF683329;C21.11_HQ630874
722	denovo5122	99.64	0	0	1	276	1371	C17_AY239370;C21.9_JF683330
723	denovo513	99.64	0	0	1	276	1371	C21.7_JF683328
724	denovo5165	99.64	0	0	1	276	1371	C21.2_JF683324;C17_AY239370
725	denovo529	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
726	denovo5302	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
727	denovo535	99.64	0	0	1	276	1371	C21.11_HQ630874
728	denovo5397	99.64	0	0	1	276	1371	C21.11_HQ630874
729	denovo5403	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
730	denovo543	99.64	0	0	1	276	1371	C17_AY239370
731	denovo5449	99.64	0	0	1	276	1371	C21.4_JF683326;C21/3d/C3k_AY239372
732	denovo546	99.64	0	0	1	276	1371	C21.11_HQ630874
733	denovo5471	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
734	denovo5485	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
735	denovo5493	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
736	denovo552	99.64	0	0	1	276	1371	C21.2_JF683324
737	denovo5542	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
738	denovo5572	99.64	0	0	1	276	1371	C21.2_JF683324
739	denovo5608	99.64	0	0	1	276	1371	C21.11_HQ630874
740	denovo5629	99.64	0	0	1	276	1371	C21.2_JF683324
741	denovo5631	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
742	denovo5660	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
743	denovo5666	99.64	0	0	1	276	1371	C21.11_HQ630874
744	denovo5711	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
745	denovo5746	99.64	0	0	1	276	1371	C21.8_JF683329
746	denovo5767	99.64	0	0	1	276	1371	C32.1_JF683335
747	denovo578	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
748	denovo5795	99.64	0	0	1	276	1371	C21.4_JF683326
749	denovo5811	99.64	0	0	1	276	1371	C21.10_JF683331;C21/3d/C3k_AY239372
750	denovo582	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
751	denovo5826	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
752	denovo585	99.64	0	0	1	276	1371	C21/3d/C3k_AY239372
753	denovo5865	99.64	0	0	1	276	1371	C21.8_JF683329
754	denovo5903	99.64	0	0	1	276	1371	C21.9_JF683330
755	denovo5917	99.64	0	0	1	276	1371	C21.11_HQ630874
