otu	sim	del	ins	mis	len	score	hit
383	denovo615	94.77	7	3	5	287	1264.5	G3.3_LK392377;G3.1_KC597688
384	denovo61	96.01	6	1	4	276	1265	C21/3d/C3k_AY239372
385	denovo304	96.07	3	4	4	280	1265	C31.2_JF683332;C31_AY258496
386	denovo396	97.42	4	3	0	271	1266	D1a_JN558078
387	denovo842	96.68	1	1	7	271	1266	D1_AF334660;D115_AF174562;D1.3_JF683337
388	denovo1168	96.47	2	6	2	283	1266	C42_AY765402
389	denovo1221	95.77	2	6	4	284	1266	F109_AJ291527
390	denovo65	96.38	7	2	1	276	1266.5	C21.6_HQ630873
391	denovo292	96.01	5	1	5	276	1266.5	C3h_AY239365;C3ha_AY589736;C21/3d/C3k_AY239372
392	denovo496	95.05	6	2	6	283	1266.5	C1_JN558041;C1148_EU040178;C94_AJ621539;C3.16_EU786015
393	denovo535	97.05	2	2	4	271	1267	D1_AF334660
394	denovo202	96.01	5	1	5	276	1267	C21/3d/C3k_AY239372
395	denovo395	96.01	5	1	5	276	1267	C21.14_FJ461516;C21.10_JF683331;C21.11_HQ630874
396	denovo168	96.06	2	3	6	279	1267	C31.9_HQ630879
397	denovo142	95.41	3	4	6	283	1267	C7_AF499797
398	denovo1145	94.72	7	1	7	284	1267.5	C1054_AY186565
399	denovo1138	95.76	5	4	3	283	1268	C42_AY765402
400	denovo246	97.42	2	2	3	271	1268.5	D1_AF334660;D115_AF174562;D3_AY686650
401	denovo434	94.66	1	0	14	281	1268.5	F4.2_AM748574
402	denovo221	95.41	3	3	7	283	1268.5	C1h_AY258473
403	denovo1111	94.7	7	0	8	283	1268.5	C94_AJ621539
404	denovo343	94.43	7	1	8	287	1268.5	G3.3_LK392377;G3.1_KC597688
405	denovo1104	96.01	7	0	4	276	1269	C17_AY239370
406	denovo916	95.41	2	4	7	283	1269	C1_JN558041;C1207_EU074964;C1.5_EF634157;C94_AJ621539;C24_AY239376
407	denovo530	96.74	3	3	3	276	1269.5	C17_AY239370;C21.11_HQ630874
408	denovo1242	95.71	2	3	7	280	1269.5	C31.2_JF683332
409	denovo811	100	0	0	0	254	1270	H1_AJ621152
410	denovo720	97.05	4	1	3	271	1270	D106_AF174559
411	denovo556	96.01	6	0	5	276	1270	C21/3d/C3k_AY239372
412	denovo275	95.7	7	1	4	279	1270	C31.10_HQ630880
413	denovo1013	95.41	2	3	8	283	1270	C3_AB778606;C1027_DQ335360;C1207_EU074964;C3.14_HQ630872;C1028_DQ335357;C29_AY258494
414	denovo1207	96.01	7	0	4	276	1270.5	C21.11_HQ630874
415	denovo186	96.01	7	0	4	276	1270.5	C17.1_JF683322;C21/3d/C3k_AY239372
416	denovo231	96.01	6	0	5	276	1270.5	C3h_AY239365;C21/3d/C3k_AY239372
417	denovo1248	95.68	7	0	5	278	1270.5	C17.2_FJ461513
418	denovo34	95.05	9	1	4	283	1270.5	C1c/C45_AY239364;C1h_AY258473;C44_AY589750
419	denovo324	96.68	2	0	7	271	1271	D1_AF334660
420	denovo346	96.74	2	2	5	276	1271.5	C21/3d/C3k_AY239372
421	denovo106	96.74	5	3	1	276	1272	C17_AY239370
422	denovo49	96.01	6	0	5	276	1272	C17.1_JF683322;C21/3d/C3k_AY239372
423	denovo416	96.06	7	1	3	279	1272	C31.10_HQ630880
424	denovo300	95.41	4	3	6	283	1272.5	C1_JN558041;C1.5_EF634157
425	denovo649	96.38	7	1	2	276	1273	C21.8_JF683329;C21.2_JF683324
426	denovo992	96.03	8	0	3	277	1273	C58_AY589762
427	denovo872	95.41	8	2	3	283	1273	C1_JN558041;C1198_EU099810;C1207_EU074964;C94_AJ621539
428	denovo387	96.07	2	2	7	280	1273.5	C31a_AY589746
429	denovo642	95.77	3	6	3	284	1273.5	F109_AJ291527
430	denovo833	96.68	0	0	9	271	1274	D1a_JN558078
431	denovo194	97.12	5	2	1	278	1274.5	C17.2_FJ461513
432	denovo598	96.07	5	2	4	280	1274.5	C31_AY258496
433	denovo566	95.68	3	0	9	278	1275	C17.2_FJ461513
434	denovo978	96.01	3	0	8	276	1275.5	C21.5_JF683327
435	denovo1046	95.41	6	2	5	283	1275.5	C1059_DQ480609
436	denovo1189	95.05	8	0	6	283	1276	C3_AB778606;C6_AF499796;C1002_DQ838544
437	denovo325	95.05	4	1	9	283	1276.5	C1_JN558041;C1148_EU040178;C94_AJ621539
438	denovo260	96.47	5	1	4	283	1277	C1009_DQ480608
439	denovo146	96.04	9	0	2	278	1277.5	C17.2_FJ461513
440	denovo379	95.71	1	2	9	280	1277.5	C31_AY258496
441	denovo627	96.13	3	6	2	284	1277.5	F4.8_AM748588;F4.8a_AM748589
442	denovo1024	96.74	5	2	2	276	1278.5	C21/3d/C3k_AY239372
443	denovo1141	96.1	5	3	3	282	1278.5	C3.15_FJ529649
444	denovo733	96.47	2	5	3	283	1278.5	C1051_AF195153
445	denovo403	97.1	2	4	2	276	1279	C21.8_JF683329
446	denovo313	96.07	2	2	7	280	1279.5	C31_AY258496
447	denovo192	95.41	8	1	4	283	1279.5	C3_AB778606;C93_AJ621536;C3f_AY589734
448	denovo828	95.12	7	2	5	287	1279.5	G3.3_LK392377;G3.1_KC597688
449	denovo102	94.77	1	2	12	287	1280	G3.3_LK392377;G3.1_KC597688
450	denovo659	96.43	3	3	4	280	1280.5	C31_AY258496
451	denovo1115	96.79	1	4	4	280	1280.5	C31_AY258496;C31.1_HQ630876
452	denovo101	95.71	7	0	5	280	1280.5	C31_AY258496
453	denovo310	96.38	6	0	4	276	1281	C17_AY239370;C21.11_HQ630874
454	denovo962	95.12	6	2	6	287	1281	G3.3_LK392377;G3.1_KC597688
455	denovo44	95.12	2	3	9	287	1281	G3.3_LK392377;G3.1_KC597688
456	denovo435	96.47	0	5	5	283	1281.5	C41_AY258486
457	denovo537	97.1	5	2	1	276	1282	C21/3d/C3k_AY239372
458	denovo749	97.1	4	3	1	276	1282.5	C21.6_HQ630873
459	denovo689	95.71	2	1	9	280	1282.5	C31_AY258496
460	denovo837	96.04	2	1	8	278	1283	C17.2_FJ461513
461	denovo817	96.07	4	1	6	280	1283	C31_AY258496
462	denovo1174	96.74	6	1	2	276	1283.5	C21/3d/C3k_AY239372
463	denovo26	96.74	6	1	2	276	1283.5	C21.10_JF683331;C21.11_HQ630874
464	denovo678	96.74	6	1	2	276	1283.5	C21.10_JF683331
465	denovo314	97.12	2	4	2	278	1283.5	C17.2_FJ461513
466	denovo1215	95.41	9	0	4	283	1284.5	C1d_AY258488
467	denovo466	95.12	3	3	8	287	1284.5	G3.3_LK392377;G3.1_KC597688
468	denovo875	96.43	0	3	7	280	1285	C31_AY258496
469	denovo121	95.41	7	0	6	283	1286	C93_AJ621536
470	denovo178	96.74	8	0	1	276	1286.5	C21.8_JF683329
471	denovo335	96.74	2	1	6	276	1286.5	C32.1_JF683335
472	denovo825	95.41	7	0	6	283	1286.5	C93_AJ621536
473	denovo602	96.43	7	1	2	280	1287	C31.2_JF683332
474	denovo526	95.73	2	1	9	281	1287	F4.2_AM748574
475	denovo1180	97.1	5	2	1	276	1287.5	C21/3d/C3k_AY239372
476	denovo1251	97.1	5	2	1	276	1287.5	C21.3_JF683325;C21/3d/C3k_AY239372
477	denovo197	96.82	4	2	3	283	1287.5	C4_AF499794
478	denovo283	95.44	9	1	3	285	1287.5	C12_AF499801
479	denovo631	96.74	3	1	5	276	1288	C1189_EU099831;C17_AY239370
480	denovo946	96.4	8	0	2	278	1288	C17.2_FJ461513
481	denovo666	96.14	2	4	5	285	1288	C12_AF499801
482	denovo204	95.05	0	0	14	283	1289	C1.6_FJ461493
483	denovo594	96.74	6	0	3	276	1289.5	C21/3d/C3k_AY239372
484	denovo31	94.43	1	0	15	287	1289.5	G3.3_LK392377;G3.1_KC597688
485	denovo491	98.16	2	1	2	272	1290	C3.12_FJ461507;C42_AY765402
486	denovo918	97.11	2	3	3	277	1290.5	C26/C35a_AY239378
487	denovo1185	96.79	6	3	0	280	1290.5	C31.3_JF683333;C31_AY258496
488	denovo279	96.47	2	4	4	283	1290.5	C3.12_FJ461507
489	denovo772	95.12	0	2	12	287	1290.5	G3.3_LK392377;G3.1_KC597688
490	denovo1233	97.1	7	1	0	276	1291	C17_AY239370
491	denovo329	97.1	7	1	0	276	1291	C17.1_JF683322
492	denovo922	96.74	5	0	4	276	1291	C21.3_JF683325;C17.1_JF683322;C21/3d/C3k_AY239372
493	denovo119	96.4	6	0	4	278	1291	C17.2_FJ461513
494	denovo97	96.4	6	0	4	278	1291	C17.2_FJ461513
495	denovo64	96.47	2	3	5	283	1291	C3_AB778606;C3.12_FJ461507;C29_AY258494
496	denovo1173	97.18	1	6	1	284	1291	C31.4_JF683334
497	denovo1033	96.07	2	1	8	280	1291.5	C31_AY258496
498	denovo1120	96.45	2	1	7	282	1292	C3b_AF499791
499	denovo1028	96.11	3	3	5	283	1292	C94_AJ621539;C41_AY258486
500	denovo1106	96.11	3	3	5	283	1292	C3_AB778606;C11_AF499800;C7_AF499797;C1002_DQ838544;C16_AY258477
501	denovo790	96.11	3	3	5	283	1292	C1_JN558041;C94_AJ621539;C24_AY239376
502	denovo987	96.11	3	3	5	283	1292	C3_AB778606;C11_AF499800;C93_AJ621536;C16_AY258477
503	denovo1241	95.47	4	3	6	287	1292	G3.3_LK392377;G3.1_KC597688
504	denovo107	95.47	1	2	10	287	1292	G3.3_LK392377;G3.1_KC597688
505	denovo1068	97.1	6	1	1	276	1292.5	C21.2_JF683324;C17_AY239370
506	denovo141	97.1	6	1	1	276	1292.5	C21.11_HQ630874
507	denovo450	97.1	3	2	3	276	1292.5	C17.1_JF683322
508	denovo899	96.47	4	4	2	283	1292.5	C1c/C45_AY239364;C46_EU449108
509	denovo1203	96.13	1	4	6	284	1292.5	F109_AJ291527
510	denovo695	96.74	4	0	5	276	1293	C21.10_JF683331
511	denovo441	95.76	5	1	6	283	1293	C1p_GU907652
512	denovo446	95.76	1	1	10	283	1293	C3.16_EU786015
513	denovo66	97.1	1	2	5	276	1293.5	C21.2_JF683324;C17_AY239370
514	denovo529	97.12	4	2	2	278	1293.5	C63a_AY589767
515	denovo835	95.76	9	0	3	283	1293.5	C1c/C45_AY239364;C3.12_FJ461507;C1d_AY258488;C44_AY589750
516	denovo696	96.11	6	2	3	283	1293.5	C1d_AY258488
517	denovo277	97.1	5	1	2	276	1294	C21/3d/C3k_AY239372
518	denovo820	97.1	5	1	2	276	1294	C21/3d/C3k_AY239372
519	denovo1114	97.46	3	2	2	276	1294	C32_AY258497
520	denovo510	96.11	6	2	3	283	1294	C3_AB778606;C7_AF499797;C93_AJ621536;C3.10_FJ461505
521	denovo286	96.82	2	4	3	283	1294	C15a_AY258476;C1087_DQ182655
522	denovo573	97.1	4	1	3	276	1295	C21/3d/C3k_AY239372
523	denovo1194	96.79	3	3	3	280	1295	C31.5_HQ630877
524	denovo239	97.53	2	4	1	283	1295.5	C7_AF499797
525	denovo831	96.47	3	3	4	283	1295.5	C7_AF499797;C3.16_EU786015
526	denovo1158	97.46	5	2	0	276	1296.5	C17_AY239370
527	denovo219	97.46	5	2	0	276	1296.5	C17.1_JF683322
528	denovo981	96.4	5	0	5	278	1296.5	C17.2_FJ461513
529	denovo975	95.76	7	0	5	283	1296.5	C1.7_FJ461494;C1g_AY589730;C41_AY258486
530	denovo188	96.11	4	2	5	283	1296.5	C1052_AY186570
531	denovo397	97.46	1	2	4	276	1297	C21/3d/C3k_AY239372
532	denovo989	96.74	1	0	8	276	1297.5	C21.3_JF683325
533	denovo956	96.47	1	4	5	283	1297.5	C41_AY258486
534	denovo1196	95.76	6	0	6	283	1297.5	C3_AB778606;C1027_DQ335360;C3.14_HQ630872;C1182_AB294649
535	denovo93	97.46	4	2	1	276	1298	C32.2_JF683336
536	denovo1070	96.75	4	0	5	277	1298	C26/C35a_AY239378
537	denovo347	96.76	3	1	5	278	1298	C17.2_FJ461513
538	denovo588	96.43	0	1	9	280	1298	C31_AY258496
539	denovo169	95.47	1	2	10	287	1298	G3.3_LK392377;G3.1_KC597688
540	denovo299	97.46	5	0	2	276	1298.5	C17.2_FJ461513
541	denovo1175	97.11	5	1	2	277	1298.5	C58_AY589762
542	denovo1006	96.47	1	3	6	283	1298.5	C3_AB778606;C3.12_FJ461507;C1028_DQ335357
543	denovo1119	96.74	0	0	9	276	1299	C21/3d/C3k_AY239372
544	denovo605	97.46	3	2	2	276	1299.5	C21.6_HQ630873
545	denovo963	97.46	3	2	2	276	1299.5	C21.9_JF683330
546	denovo951	97.1	5	0	3	276	1299.5	C3h_AY239365;C21/3d/C3k_AY239372
547	denovo5	96.81	3	3	3	282	1299.5	C3.15_FJ529649
548	denovo481	95.76	5	0	7	283	1299.5	C3_AB778606;C7_AF499797;C1002_DQ838544
549	denovo939	95.47	3	1	9	287	1300	G3.3_LK392377;G3.1_KC597688
550	denovo145	96.17	2	5	4	287	1300.5	B1.I_Green2014
551	denovo287	97.81	2	0	4	274	1301	C32.1_JF683335
552	denovo532	97.46	2	2	3	276	1301	C32.2_JF683336;C32.1_JF683335
553	denovo1116	97.12	4	2	2	278	1301	C17.2_FJ461513
554	denovo1137	95.79	6	1	5	285	1301	C12_AF499801
555	denovo653	97.1	4	0	4	276	1301.5	C21.11_HQ630874
556	denovo326	96.76	5	0	4	278	1301.5	C17.2_FJ461513
557	denovo1250	96.43	1	1	8	280	1302	C31_AY258496
558	denovo1074	96.47	3	2	5	283	1302	C1c/C45_AY239364;C46a_AY765405;C41_AY258486
559	denovo680	96.82	1	3	5	283	1302	C3_AB778606;C65a_AY589770;C1020_DQ335392;C1p_GU907652;C1207_EU074964
560	denovo539	97.1	5	0	3	276	1302.5	C21/3d/C3k_AY239372
561	denovo651	97.1	5	0	3	276	1302.5	C21/3d/C3k_AY239372
562	denovo784	97.47	0	1	6	277	1302.5	C1_JN558041;C1p_GU907652;C67_AY686647
563	denovo531	95.76	3	0	9	283	1302.5	C1.6_FJ461493;C1p_GU907652;C41_AY258486
564	denovo1130	97.46	5	1	1	276	1303	C21/3d/C3k_AY239372
565	denovo713	97.46	5	1	1	276	1303	C21/3d/C3k_AY239372
566	denovo934	97.48	3	3	1	278	1303	C17.2_FJ461513
567	denovo109	96.76	2	1	6	278	1303.5	C17.2_FJ461513
568	denovo473	97.15	0	2	6	281	1303.5	C41_AY258486
569	denovo1199	98.59	2	1	1	283	1303.5	C3_AB778606
570	denovo21	96.47	5	2	3	283	1303.5	C1019_DQ335407
571	denovo52	96.45	6	1	3	282	1304	C3.2_FJ461497
572	denovo1142	96.47	1	3	6	283	1304	C41_AY258486
573	denovo205	96.79	5	1	3	280	1304.5	C31_AY258496
574	denovo561	97.16	1	4	3	282	1305	C3.15_FJ529649
575	denovo389	97.14	3	1	4	280	1306	C31.2_JF683332
576	denovo1044	96.82	1	4	4	283	1306	C1c/C45_AY239364
577	denovo972	97.1	1	0	7	276	1306.5	C17.1_JF683322;C21/3d/C3k_AY239372
578	denovo432	97.12	3	1	4	278	1306.5	C17.2_FJ461513
579	denovo752	96.8	0	1	8	281	1306.5	C41_AY258486
580	denovo1220	96.47	8	1	1	283	1306.5	C1c/C45_AY239364;C67_AY686647;C44_AY589750
581	denovo120	96.49	2	3	5	285	1306.5	C12_AF499801
582	denovo63	97.5	4	2	1	280	1307	C31_AY258496
583	denovo354	96.79	0	1	8	280	1307	C31a_AY589746
584	denovo596	96.49	5	3	2	285	1307	C12_AF499801
585	denovo1147	97.17	3	3	2	283	1307.5	C1d_AY258488
586	denovo1197	97.46	6	0	1	276	1308	C21.11_HQ630874
587	denovo717	97.46	6	0	1	276	1308	C17.1_JF683322
588	denovo480	97.17	2	4	2	283	1308	C1d_AY258488
589	denovo156	96.11	1	1	9	283	1308	C1_JN558041;C94_AJ621539
590	denovo125	96.14	3	2	6	285	1308	C28_AY239380
591	denovo577	97.12	6	0	2	278	1308.5	C17.2_FJ461513
592	denovo1045	97.46	5	0	2	276	1309	C17_AY239370;C21.11_HQ630874
593	denovo915	97.46	5	0	2	276	1309.5	C21/3d/C3k_AY239372
594	denovo970	97.46	5	0	2	276	1309.5	C21/3d/C3k_AY239372
595	denovo562	96.47	5	1	4	283	1309.5	C15_AY239369
596	denovo1143	97.83	2	2	2	276	1310	C21a_AY589744;C17.1_JF683322;C21/3d/C3k_AY239372
597	denovo755	96.43	0	0	10	280	1310	C31.2_JF683332;C31_AY258496
598	denovo976	96.48	1	2	7	284	1310	C31.4_JF683334
599	denovo50	96.49	0	3	7	285	1310	C12_AF499801
600	denovo948	97.46	0	1	6	276	1310.5	C21.9_JF683330
601	denovo718	97.16	1	4	3	282	1310.5	C3.15_FJ529649
602	denovo847	97.88	3	2	1	283	1310.5	C1c/C45_AY239364
603	denovo603	96.47	1	2	7	283	1310.5	C1f_AY258490
604	denovo442	98.52	1	1	2	271	1311	D1_AF334660;D115_AF174562
605	denovo1235	97.46	4	0	3	276	1311	C17.1_JF683322
606	denovo420	97.84	3	3	0	278	1311.5	C17.2_FJ461513
607	denovo105	96.44	2	0	8	281	1311.5	F4.2_AM748574
608	denovo1184	96.17	3	3	5	287	1311.5	G3.3_LK392377;G3.1_KC597688
609	denovo576	97.13	3	1	4	279	1312	C31.9_HQ630879
610	denovo87	96.14	9	0	2	285	1312	C12_AF499801
611	denovo809	96.77	1	0	8	279	1312.5	C31.10_HQ630880
612	denovo998	96.45	5	0	5	282	1312.5	C3.1_JF683321
613	denovo209	97.83	4	1	1	276	1313	C21/3d/C3k_AY239372
614	denovo697	97.84	3	2	1	278	1313	C1144_DQ182637
615	denovo867	96.44	1	0	9	281	1313	F4.2_AM748574
616	denovo1059	96.47	7	0	3	283	1314	C15a_AY258476;C15_AY239369
617	denovo371	96.47	7	0	3	283	1314	C1.6_FJ461493
618	denovo1071	96.84	4	4	1	285	1314	C12_AF499801
619	denovo364	97.47	5	0	2	277	1314.5	C58_AY589762
620	denovo175	97.86	0	4	2	280	1314.5	C31_AY258496
621	denovo544	96.11	1	0	10	283	1314.5	C41_AY258486
622	denovo938	97.48	3	1	3	278	1315	C17.2_FJ461513
623	denovo252	95.82	0	1	11	287	1315	G3.3_LK392377;G3.1_KC597688
624	denovo580	97.83	4	1	1	276	1315.5	C21.6_HQ630873
625	denovo226	97.49	2	2	3	279	1315.5	C31.9_HQ630879
626	denovo693	96.14	7	0	4	285	1315.5	C12_AF499801
627	denovo824	97.83	1	1	4	276	1316	C1189_EU099831;C17_AY239370
628	denovo201	97.48	3	1	3	278	1316	C17.2_FJ461513
629	denovo686	97.48	3	1	3	278	1316	C17.2_FJ461513
630	denovo133	97.12	1	0	7	278	1316	C17.2_FJ461513
631	denovo164	96.81	4	1	4	282	1316	C1b/C1e_AY239363
632	denovo494	97.48	7	0	0	278	1316.5	C17.2_FJ461513
633	denovo1153	96.17	5	1	5	287	1316.5	G3.3_LK392377;G3.1_KC597688
634	denovo489	97.46	0	0	7	276	1317	C17.1_JF683322;C21/3d/C3k_AY239372
635	denovo368	97.84	5	0	1	278	1317	C31_AY258496
636	denovo257	96.49	3	2	5	285	1317	C12_AF499801
637	denovo942	98.19	3	2	0	276	1317.5	C17.1_JF683322
638	denovo1126	97.83	5	0	1	276	1317.5	C17_AY239370
639	denovo424	96.49	3	2	5	285	1317.5	C12_AF499801
640	denovo945	97.83	5	0	1	276	1318	C21.11_HQ630874
641	denovo53	97.49	5	1	1	279	1318	C31.10_HQ630880
642	denovo681	96.82	3	0	6	283	1318	C12_AF499801
643	denovo1169	97.83	5	0	1	276	1318.5	C17_AY239370
644	denovo1253	97.83	5	0	1	276	1318.5	C21/3d/C3k_AY239372
645	denovo217	96.47	0	1	9	283	1318.5	C1_JN558041;C1m_AY765398;C1.5_EF634157;C70_AY589774;C1012_DQ480604
646	denovo229	96.79	0	0	9	280	1319	C31_AY258496
647	denovo991	96.79	0	0	9	280	1319	C31.6_HQ630878;C31_AY258496
648	denovo1099	97.83	4	0	2	276	1319.5	C17_AY239370
649	denovo1123	97.83	4	0	2	276	1319.5	C21.6_HQ630873
650	denovo198	97.83	4	0	2	276	1319.5	C21.9_JF683330;C21/3d/C3k_AY239372
651	denovo333	96.82	1	2	6	283	1319.5	C3_AB778606;C11_AF499800;C1070_DQ335349;C1026_DQ335366;C93_AJ621536;C16_AY258477
652	denovo853	96.13	1	0	10	284	1319.5	F4.8_AM748588
653	denovo349	97.47	1	0	6	277	1320	C26/C35a_AY239378
654	denovo165	96.17	6	1	4	287	1320	G3.1_KC597688
655	denovo511	97.84	1	2	3	278	1321.5	C17.2_FJ461513
656	denovo54	97.85	4	2	0	279	1322	C31.9_HQ630879
657	denovo191	98.19	4	1	0	276	1322.5	C21.11_HQ630874
658	denovo801	97.53	2	4	1	283	1322.5	C1d_AY258488
659	denovo1182	97.49	6	0	1	279	1323	C31.9_HQ630879
660	denovo91	97.84	4	1	1	278	1323.5	C17.2_FJ461513
661	denovo966	97.86	2	3	1	280	1323.5	C31_AY258496
662	denovo1032	98.19	3	1	1	276	1324	C21/3d/C3k_AY239372
663	denovo906	96.82	6	0	3	283	1324	C3.12_FJ461507;C42_AY765402
664	denovo318	97.83	4	0	2	277	1325	C58_AY589762
665	denovo82	97.83	4	0	2	277	1325	C58_AY589762
666	denovo632	97.49	4	0	3	279	1325	C31.9_HQ630879
667	denovo728	98.19	2	1	2	276	1325.5	C21/3d/C3k_AY239372
668	denovo237	97.53	1	3	3	283	1325.5	C3e_AF499793
669	denovo1176	97.83	0	0	6	276	1326	C21.11_HQ630874
670	denovo134	96.82	1	1	7	283	1326	C1_JN558041;C94_AJ621539;C29_AY258494
671	denovo984	96.82	1	1	7	283	1326	C3_AB778606;C93_AJ621536
672	denovo619	97.84	2	1	3	278	1326.5	C17.2_FJ461513
673	denovo865	97.84	2	1	3	278	1326.5	C17.2_FJ461513
674	denovo606	97.14	1	0	7	280	1326.5	C31a_AY589746
675	denovo241	96.82	5	0	4	283	1326.5	C15a_AY258476
676	denovo640	98.19	5	0	0	276	1327	C21.2_JF683324
677	denovo548	96.82	0	1	8	283	1327.5	C1.6_FJ461493;C41_AY258486
678	denovo849	96.82	0	1	8	283	1327.5	C1d_AY258488
679	denovo227	98.19	4	0	1	276	1328.5	C21.6_HQ630873
680	denovo271	98.19	4	0	1	276	1328.5	C21/3d/C3k_AY239372
681	denovo996	97.84	5	0	1	278	1328.5	C17.2_FJ461513
682	denovo1219	97.17	1	2	5	283	1328.5	C1_JN558041;C1225_EU074893;C94_AJ621539
683	denovo1014	98.19	4	0	1	276	1329	C21.8_JF683329
684	denovo1238	97.5	1	1	5	280	1329	C31.6_HQ630878;C31_AY258496
685	denovo571	97.53	2	3	2	283	1329.5	C3a_AF499790
686	denovo620	97.18	0	2	6	284	1329.5	C31.4_JF683334
687	denovo157	97.17	4	1	3	283	1330	C7_AF499797;C1040_AB190269
688	denovo1157	97.52	2	2	3	282	1330.5	C1b/C1e_AY239363
689	denovo365	97.17	3	1	4	283	1330.5	C3_AB778606;C93_AJ621536
690	denovo15	97.5	4	0	3	280	1331	C31_AY258496
691	denovo604	98.19	2	0	3	276	1331.5	C21.2_JF683324;C3h_AY239365
692	denovo1135	97.84	3	0	3	278	1331.5	C17.2_FJ461513
693	denovo274	97.84	3	0	3	278	1331.5	C17.2_FJ461513
694	denovo78	97.84	3	0	3	278	1331.5	C17.2_FJ461513
695	denovo278	98.19	2	0	3	276	1332	C21.11_HQ630874
696	denovo404	98.55	3	1	0	276	1332.5	C21.6_HQ630873
697	denovo1136	96.82	1	0	8	283	1332.5	C15_AY239369
698	denovo722	97.88	1	4	1	283	1333	C7_AF499797
699	denovo988	96.49	1	0	9	285	1333	C12_AF499801
700	denovo467	96.52	0	1	9	287	1333	G3.3_LK392377;G3.1_KC597688
701	denovo245	97.17	2	1	5	283	1333.5	C1c/C45_AY239364
702	denovo589	97.17	2	1	5	283	1333.5	C1h_AY258473;C41_AY258486
703	denovo1037	98.19	2	0	3	276	1334	C21.10_JF683331
704	denovo136	97.17	1	1	6	283	1335	C1a_AF499788
705	denovo348	97.17	1	1	6	283	1335	C3_AB778606;C1146_EF656434;C75_AY765410;C1020_DQ335392;C93_AJ621536;C1182_AB294649
706	denovo401	97.17	1	1	6	283	1335	C3_AB778606;C1198_EU099810;C93_AJ621536;C16_AY258477;C3t_EF541149
707	denovo447	97.17	1	1	6	283	1335	C15a_AY258476
708	denovo597	96.48	0	0	10	284	1335	F109_AJ291527
709	denovo980	97.88	5	1	0	283	1336	C12_AF499801
710	denovo845	97.53	2	2	3	283	1336	C15a_AY258476
711	denovo1164	98.24	2	3	0	284	1336	C31.4_JF683334
712	denovo159	96.17	0	0	11	287	1336	B1.I_Green2014;B34_GU907649
713	denovo1054	97.53	1	2	4	283	1337.5	C3.12_FJ461507
714	denovo155	98.55	4	0	0	276	1338	C21.11_HQ630874
715	denovo220	97.86	1	1	4	280	1338	C31_AY258496
716	denovo474	97.19	5	1	2	285	1338.5	C12_AF499801
717	denovo841	98.55	3	0	1	276	1339.5	C21.2_JF683324
718	denovo943	98.55	3	0	1	276	1339.5	C21.2_JF683324
719	denovo1076	98.59	0	1	3	283	1339.5	C15.25_KC597685
720	denovo471	96.86	5	1	3	287	1339.5	B1.I_Green2014;B1l_GU907639
721	denovo317	97.86	4	0	2	280	1340	C31.3_JF683333;C31_AY258496
722	denovo291	97.53	7	0	0	283	1341	C1d_AY258488
723	denovo731	98.2	2	0	3	278	1341.5	C17.2_FJ461513
724	denovo843	97.17	1	0	7	283	1341.5	C1c/C45_AY239364;C1.6_FJ461493;C1005_DQ480633
725	denovo910	97.17	1	0	7	283	1341.5	C1051_AF195153;C15a_AY258476;C5_AF499795
726	denovo75	97.54	5	2	0	285	1341.5	C12_AF499801
727	denovo892	98.55	1	0	3	276	1342.5	C21/3d/C3k_AY239372
728	denovo29	97.53	2	1	4	283	1342.5	C7_AF499797;C70_AY589774
729	denovo798	97.53	6	0	1	283	1343	C15.22_KC597695
730	denovo913	97.88	3	2	1	283	1343	C3_AB778606
731	denovo1015	97.17	0	0	8	283	1343	C3_AB778606;C11_AF499800;C16_AY258477
732	denovo595	97.17	0	0	8	283	1343	C1_JN558041;C1051_AF195153;C15a_AY258476
733	denovo727	97.17	0	0	8	283	1343	C3.12_FJ461507;C42_AY765402
734	denovo1155	97.53	1	1	5	283	1344	C1051_AF195153
735	denovo117	97.53	1	1	5	283	1344	C3.16_EU786015
736	denovo374	97.53	1	1	5	283	1344	C7_AF499797
737	denovo408	97.21	0	2	6	287	1344.5	G3.1_KC597688
738	denovo152	97.53	0	1	6	283	1345.5	C1051_AF195153;C15a_AY258476;C1233_EU118166;C15.4_FJ461511;C3e_AF499793
739	denovo452	97.53	0	1	6	283	1345.5	C1c/C45_AY239364;C1d_AY258488;C1h_AY258473
740	denovo881	97.53	0	1	6	283	1345.5	C1p_GU907652;C41_AY258486
741	denovo45	97.88	1	2	3	283	1346.5	C1d_AY258488
742	denovo787	98.23	1	3	1	283	1349	C1d_AY258488
743	denovo1113	97.56	3	2	2	287	1349	G3.1_KC597688
744	denovo670	97.53	1	0	6	283	1350.5	C7_AF499797
745	denovo259	98.56	3	0	1	278	1351.5	C17.2_FJ461513
746	denovo965	97.53	0	0	7	283	1352	C3_AB778606;C3.14_HQ630872;C1028_DQ335357
747	denovo482	97.19	0	0	8	285	1353	C12_AF499801
748	denovo692	97.88	5	0	1	283	1353.5	C1d_AY258488
749	denovo878	98.25	1	3	1	285	1353.5	C12_AF499801
750	denovo1089	98.56	0	0	4	278	1354	C1141_DQ182636
751	denovo949	98.23	2	2	1	283	1354	C1_JN558041;C1048_DQ068026
752	denovo823	98.59	1	1	2	283	1354.5	C12_AF499801
753	denovo32	100	0	0	0	271	1355	D1a_JN558078
